Title,JQI,ai_exposure,wage_median,age_ratio,physical_sustainability,autonomy,employment
Hearing Aid Specialists,0.5059215375689308,0.0,28.61,,0.7051573964212523,0.7827397514586352,10790.0
Registered Nurses,0.5042708073174736,0.0595,37.31,0.7932843651626443,0.4484196860378332,0.689261840600482,3047530.0
Private Detectives and Investigators,0.5042578772972586,0.0,28.55,0.7941176470588235,0.7482828545770679,0.7331413808300071,28860.0
Power Distributors and Dispatchers,0.5025625465980557,0.0,47.37,,0.6966069423576478,0.630692093794137,9660.0
Marine Engineers and Naval Architects,0.5022847160579508,0.0358,44.89,0.6,0.4785181245943529,0.5901957322608278,7380.0
Construction Managers,0.5013236050249534,0.1186,47.55,1.4155844155844155,0.3786580329860842,0.6335726507434662,284750.0
Social and Human Service Assistants,0.4984039123664701,0.0,18.08,0.9148936170212766,0.6403122484428212,0.6444122111790125,398380.0
Loan Interviewers and Clerks,0.4978816679572678,0.2022,22.09,1.0,0.8403477778088717,0.704403201443645,238610.0
Transportation Inspectors,0.4967562026738382,0.0,38.35,2.1666666666666665,0.402431558056005,0.6822308650972385,25070.0
Zoologists and Wildlife Biologists,0.4964563681012737,0.0606,31.08,,0.5101161567840109,0.660734282212674,15930.0
Community Health Workers,0.4963471860771538,0.0,22.4,,0.5340053801124827,0.6909883645777806,61010.0
Financial Risk Specialists,0.4955592619048432,0.2649,48.08,,0.5,0.5,54320.0
Real Estate Sales Agents,0.4953702247671862,0.2828,23.24,,0.6932893995030521,0.8180468949811364,175920.0
"Career/Technical Education Teachers, Secondary School",0.4947184353236196,0.0,,,0.4852698049812258,0.6990355911944123,84360.0
Microbiologists,0.4938048511959911,0.0969,38.11,,0.5160154564247728,0.5771198104328717,19430.0
Administrative Services Managers,0.4923066625480103,0.0,48.16,1.9090909090909092,0.5848626232048464,0.6660499008355074,224620.0
"Farmers, Ranchers, and Other Agricultural Managers",0.4922172486053219,0.0,35.12,5.011363636363637,0.3717902899760072,0.6922564134677931,5220.0
"Tax Examiners and Collectors, and Revenue Agents",0.4912093022484545,0.0275,27.3,1.7777777777777777,0.8105191827384657,0.6474475863276418,52270.0
Recreational Therapists,0.4877443994696133,0.0,23.05,2.0,0.4760379319992014,0.7127570058976846,16980.0
Facilities Managers,0.486785573828144,0.1345,47.08,4.0,0.498956740350164,0.6914728741212377,101230.0
Fish and Game Wardens,0.4867675074699651,0.0,29.2,1.0,0.3443734764704055,0.8153591894212713,6730.0
First-Line Supervisors of Office and Administrative Support Workers,0.4864144332410588,0.1856,29.13,1.4641509433962263,0.6951599827804806,0.7265582041168203,1443630.0
"Insurance Appraisers, Auto Damage",0.4847763798767081,0.0,30.13,,0.6519770131422162,0.7566797001242784,11430.0
Food Scientists and Technologists,0.4831669206816846,0.0,37.66,,0.4620704001536462,0.5889373545506993,13510.0
Conservation Scientists,0.4813162219990342,0.0,30.65,,0.452925156039334,0.6598483019401589,22550.0
"Eligibility Interviewers, Government Programs",0.4799399717624591,0.0597,22.8,1.2307692307692308,0.8626060287368174,0.5882931462084617,151340.0
Executive Secretaries and Executive Administrative Assistants,0.4766511871103709,0.2336,29.84,1.6415094339622642,0.7267617604536805,0.6785837880601305,466910.0
Brokerage Clerks,0.4751275121300263,0.1744,25.96,,0.8549999035645155,0.5750674678625375,39980.0
"Airline Pilots, Copilots, and Flight Engineers",0.4746766500376518,0.0,,,0.5621622531436117,0.5295816356909722,81310.0
Tax Preparers,0.4741517479568697,0.1283,22.26,2.136363636363636,0.8521997137554516,0.5709872459929117,83190.0
Museum Technicians and Conservators,0.4726142872780608,0.0,22.9,,0.411587081697212,0.7143730505325345,10960.0
Mechanical Drafters,0.4723720345791752,0.0,28.94,,0.7141452726521018,0.6663977055833483,47760.0
Exercise Physiologists,0.4708547528641111,0.0,23.05,0.0,0.4494291123839119,0.6975060473249852,6860.0
